0.8654654556811963,*,1
-0.05434726070081017,*,al
0.08037116529839043,*,al*al
0.008762800602361308,*,al*al*al
-0.04666291216858057,*,al*al*1/n
0.2622780247098996,*,al*1/n*1/n
-0.09413191609868982,*,al*1/n*Ks
0.06132681005269242,*,al*1/n*q
-0.13323206575737548,*,al*1/n*dep
-0.021039571391720215,*,al*1/n*lamb
0.012148066143768961,*,al*Ks*Ks
-0.02987773097651346,*,al*Ks*q
0.022671446739094357,*,al*Ks*dep
0.03335805429295968,*,al*dep*dep
0.020147726195870116,*,al*lamb
1.6279897446766827,*,1/n*1/n
-1.4530569552105415,*,1/n*1/n*1/n
0.7043355004062589,*,1/n*1/n*Ks
-0.541784083894665,*,1/n*1/n*q
0.5902799985238507,*,1/n*1/n*dep
0.09038263602784666,*,1/n*1/n*lamb
-0.24899715554877372,*,1/n*Ks
-0.10399563657752278,*,1/n*Ks*Ks
0.21908354200635233,*,1/n*Ks*q
-0.1434519462819891,*,1/n*Ks*dep
-0.030160399742816372,*,1/n*Ks*lamb
-0.042722279074579816,*,1/n*q*q
0.12831152068623008,*,1/n*q*dep
0.027436721757170452,*,1/n*q*lamb
-0.1565433350511172,*,1/n*dep*dep
-0.03806968196564138,*,1/n*dep*lamb
-0.19466015404836676,*,1/n*lamb
0.008474142129239706,*,1/n*lamb*lamb
-0.2914427928534872,*,Ks
0.05235636114710501,*,Ks*Ks
-0.018086620387045928,*,Ks*Ks*q
0.026784035410313163,*,Ks*Ks*dep
-0.07537441951881563,*,Ks*q
0.028860757171912103,*,Ks*q*q
-0.06277529823160982,*,Ks*q*dep
0.003890244066777326,*,Ks*q*lamb
0.02100705109908848,*,Ks*dep*dep
0.030434602257902094,*,Ks*lamb
0.35107292818654534,*,q
-0.03178639761011755,*,q*lamb
-0.6251196942516541,*,dep
0.1907936111626416,*,dep*dep
0.03710196881236187,*,dep*lamb
0.09655013764417436,*,lamb
-0.0074343753768419465,*,lamb*lamb
